"Edad","Total","Hombres","Mujeres","porc_total_grupo","porc_total_hombres","porc_total_mujeres","tipo_muni_2"
"66 años",123000,55688,67312,1.09661450139836,0.496489986616845,0.600124514781517,"entre100000y500000_urbano4"
"67 años",123195,55615,67580,1.09835303658351,0.495839150368048,0.602513886215458,"entre100000y500000_urbano4"
"68 años",121619,55309,66310,1.08430210606152,0.49311098746213,0.591191118599393,"entre100000y500000_urbano4"
"69 años",114782,51774,63008,1.02334638780087,0.461594465003242,0.561751922797626,"entre100000y500000_urbano4"
"70 años",110875,49926,60949,0.988513275142629,0.445118500787111,0.543394774355518,"entre100000y500000_urbano4"
"71 años",114743,51238,63505,1.02299868076384,0.45681572213536,0.566182958628479,"entre100000y500000_urbano4"
"72 años",118282,52678,65604,1.05455086548294,0.469654135810268,0.584896729672668,"entre100000y500000_urbano4"
"73 años",106297,46810,59487,0.947697818334485,0.417337600085019,0.530360218249466,"entre100000y500000_urbano4"
"74 años",100749,44207,56542,0.898234263425883,0.394130384254613,0.50410387917127,"entre100000y500000_urbano4"
"75 años",103635,45171,58464,0.92396458416601,0.402724988964759,0.521239595201251,"entre100000y500000_urbano4"
"76 años",95284,41301,53983,0.849510700416598,0.368221752213445,0.481288948203153,"entre100000y500000_urbano4"
"77 años",90652,39004,51648,0.808213803095645,0.347742699288957,0.460471103806688,"entre100000y500000_urbano4"
"78 años",75759,32741,43018,0.675434292775923,0.291904515368161,0.383529777407762,"entre100000y500000_urbano4"
"79 años",67617,28589,39028,0.602843762122382,0.254887089272177,0.347956672850205,"entre100000y500000_urbano4"
"80 años",78040,32598,45442,0.695770696659579,0.290629589565722,0.405141107093857,"entre100000y500000_urbano4"
"81 años",51582,20612,30970,0.459882676513254,0.18376762685222,0.276115049661035,"entre100000y500000_urbano4"
"82 años",55617,22089,33528,0.495856981498152,0.196935916434052,0.2989210650641,"entre100000y500000_urbano4"
"83 años",57243,22277,34966,0.510353690272735,0.198612042663832,0.311741647608903,"entre100000y500000_urbano4"
"84 años",59152,22086,37066,0.52737350395704,0.196909169738896,0.330464334218144,"entre100000y500000_urbano4"
"85 años",53364,19891,33473,0.475770213435953,0.177339504449714,0.298430708986239,"entre100000y500000_urbano4"
"86 años",49064,17739,31325,0.43743328371227,0.158153208457769,0.279280075254501,"entre100000y500000_urbano4"
"87 años",45218,15707,29511,0.403144020522204,0.140036780272066,0.263107240250139,"entre100000y500000_urbano4"
"88 años",40946,13691,27255,0.365056726619978,0.122063001127195,0.242993725492783,"entre100000y500000_urbano4"
"89 años",33528,10932,22596,0.2989210650641,0.0974649571486739,0.201456107915426,"entre100000y500000_urbano4"
"90 años",29145,8985,20160,0.2598441434411,0.0801063519923925,0.179737791448707,"entre100000y500000_urbano4"
"91 años",23535,6946,16589,0.209827823499272,0.0619275148513254,0.147900308647947,"entre100000y500000_urbano4"
"92 años",19560,5537,14023,0.174388452417496,0.0493654836930303,0.125022968724465,"entre100000y500000_urbano4"
"93 años",14719,3865,10854,0.131228202000671,0.0344586589260542,0.0967695430746164,"entre100000y500000_urbano4"
"94 años",11863,3072,8791,0.105765348212104,0.027388615839803,0.0783767323723008,"entre100000y500000_urbano4"
"95 años",8853,2149,6704,0.078929497405526,0.0191595492967893,0.0597699481087367,"entre100000y500000_urbano4"
"96 años",6625,1495,5130,0.0590656184696272,0.0133287697527687,0.0457368487168585,"entre100000y500000_urbano4"
"97 años",4598,1021,3577,0.0409937681091843,0.0091027919181116,0.0318909761910727,"entre100000y500000_urbano4"
"98 años",3352,666,2686,0.0298849740543684,0.00593776632464479,0.0239472077297236,"entre100000y500000_urbano4"
"99 años",2141,463,1678,0.0190882247763731,0.00412790661908489,0.0149603181572882,"entre100000y500000_urbano4"
"100 y más años",4056,871,3185,0.0361615318509899,0.00776545716030872,0.0283960746906812,"entre100000y500000_urbano4"
"0 años",33998,17450,16548,0.69467743616254,0.356553952027658,0.338123484134882,"entre10000y20000_urbano1"
"1 año",37626,19546,18080,0.768807965558319,0.399381292053444,0.369426673504874,"entre10000y20000_urbano1"
"2 años",40266,20775,19491,0.822750798415225,0.424493315379633,0.398257483035592,"entre10000y20000_urbano1"
"3 años",43093,22176,20917,0.880514581932829,0.453119795998014,0.427394785934815,"entre10000y20000_urbano1"
"4 años",46114,23539,22575,0.942242346349766,0.480969826749515,0.461272519600251,"entre10000y20000_urbano1"
"5 años",47566,24494,23072,0.971910904421065,0.500483237877676,0.471427666543388,"entre10000y20000_urbano1"
"6 años",48106,24900,23206,0.98294466568725,0.508778991718549,0.474165673968701,"entre10000y20000_urbano1"
"7 años",48292,24882,23410,0.986745183456714,0.508411199676343,0.478333983780371,"entre10000y20000_urbano1"
"8 años",51549,26595,24954,1.0532951102048,0.543412742359631,0.509882367845168,"entre10000y20000_urbano1"
"9 años",52935,27219,25716,1.08161509745467,0.556162866489445,0.525452230965229,"entre10000y20000_urbano1"
"10 años",54176,27720,26456,1.10697231547567,0.566399744997517,0.54057257047815,"entre10000y20000_urbano1"
"11 años",55453,28926,26527,1.13306511758107,0.591041811825331,0.542023305755741,"entre10000y20000_urbano1"
"12 años",58259,30021,28238,1.19039981038277,0.613415827726207,0.576983982656562,"entre10000y20000_urbano1"
"13 años",56164,28898,27266,1.14759290324822,0.590469690870788,0.557123212377428,"entre10000y20000_urbano1"
"14 años",55886,28866,27020,1.14191255948525,0.589815838351311,0.552096721133944,"entre10000y20000_urbano1"
"15 años",54398,27920,26478,1.11150841732954,0.570486323244253,0.541022094085291,"entre10000y20000_urbano1"
"16 años",53769,27662,26107,1.09865612874356,0.565214637305964,0.533441491437597,"entre10000y20000_urbano1"
"17 años",52576,27168,25408,1.07427968950178,0.555120789036528,0.519158900465257,"entre10000y20000_urbano1"
"18 años",51174,26706,24468,1.04563277599217,0.545680793286569,0.499951982705601,"entre10000y20000_urbano1"
"19 años",50659,26091,24568,1.03510983700683,0.533114565177858,0.501995271828969,"entre10000y20000_urbano1"
"20 años",50946,26348,24598,1.04097407679089,0.538365818224913,0.502608258565979,"entre10000y20000_urbano1"
"21 años",50070,25873,24197,1.02307486407019,0.528660194888917,0.494414669181275,"entre10000y20000_urbano1"
"22 años",48805,25245,23560,0.99722725665959,0.515828339194168,0.481398917465422,"entre10000y20000_urbano1"
"23 años",49012,25210,23802,1.00145686514496,0.515113188000989,0.486343677143972,"entre10000y20000_urbano1"
"24 años",48507,25047,23460,0.991138255071954,0.5117826267299,0.479355628342055,"entre10000y20000_urbano1"
"25 años",48383,24972,23411,0.988604576558979,0.510250159887374,0.478354416671605,"entre10000y20000_urbano1"
"26 años",49168,25353,23815,1.00464439617741,0.518035091447405,0.48660930473001,"entre10000y20000_urbano1"
"27 años",50850,26189,24661,1.03901251923246,0.535116988518758,0.5038955307137,"entre10000y20000_urbano1"
"28 años",52089,26539,25550,1.06432887147098,0.542268500450545,0.522060371020439,"entre10000y20000_urbano1"
"29 años",51851,26534,25317,1.05946584335737,0.542166335994377,0.517299507362992,"entre10000y20000_urbano1"
"30 años",53020,26966,26054,1.08335189320954,0.550993345007325,0.532358548202212,"entre10000y20000_urbano1"
"31 años",54150,27509,26641,1.10644106030359,0.562088404947212,0.54435265535638,"entre10000y20000_urbano1"
"32 años",55424,27865,27559,1.1324725637353,0.5693625142264,0.563110049508895,"entre10000y20000_urbano1"
"33 años",56644,28549,28095,1.15740069104038,0.583338611830235,0.574062079210146,"entre10000y20000_urbano1"
"34 años",58326,29347,28979,1.19176881409543,0.599644059034709,0.592124755060716,"entre10000y20000_urbano1"
"35 años",60362,30209,30153,1.23337018064719,0.617257211278139,0.616112969369053,"entre10000y20000_urbano1"
"36 años",63278,31779,31499,1.29295249148459,0.649336850515011,0.643615640969582,"entre10000y20000_urbano1"
"37 años",66046,33319,32727,1.34951073441941,0.680803503014873,0.668707231404536,"entre10000y20000_urbano1"
"38 años",69455,35083,34372,1.41916646063501,0.716847123151079,0.702319337483935,"entre10000y20000_urbano1"
"39 años",73834,37268,36566,1.50864209134728,0.761492990496662,0.747149100850621,"entre10000y20000_urbano1"
"40 años",77874,39476,38398,1.59119097193134,0.80660881434062,0.784582157590717,"entre10000y20000_urbano1"
"41 años",81072,41114,39958,1.65653535809664,0.840077890181383,0.816457467915253,"entre10000y20000_urbano1"
"42 años",84480,42985,41495,1.72617065142101,0.878307829679592,0.847862821741414,"entre10000y20000_urbano1"
"43 años",85295,43509,41786,1.74282345777645,0.889014664686038,0.853808793090413,"entre10000y20000_urbano1"
"44 años",86701,44237,42464,1.771552102851,0.903889809504155,0.867662293346846,"entre10000y20000_urbano1"
"45 años",85970,43975,41995,1.75661565935918,0.898536392000932,0.858079267358252,"entre10000y20000_urbano1"
"46 años",85634,43702,41932,1.74975020790467,0.892958212694138,0.85679199521053,"entre10000y20000_urbano1"
"47 años",82801,42394,40407,1.69186382703966,0.866231990960489,0.825631836079173,"entre10000y20000_urbano1"
"48 años",82431,41949,40482,1.6843036572832,0.857139354361503,0.827164302921699,"entre10000y20000_urbano1"
"49 años",80894,41437,39457,1.65289830345704,0.84667771404986,0.806220589407181,"entre10000y20000_urbano1"
"50 años",79801,40638,39163,1.63056515333863,0.830351833954153,0.80021331938448,"entre10000y20000_urbano1"
"51 años",78579,39768,38811,1.60559616025108,0.812575218580854,0.793020941670225,"entre10000y20000_urbano1"
"52 años",77911,39321,38590,1.59194698890698,0.803441716199401,0.788505272707583,"entre10000y20000_urbano1"
"53 años",77693,39185,38508,1.58749261861804,0.80066284299162,0.786829775626421,"entre10000y20000_urbano1"
"54 años",75542,38119,37423,1.5435414695744,0.778881380936521,0.764660088637882,"entre10000y20000_urbano1"
"55 años",74473,37719,36754,1.5216987088456,0.770708224443051,0.750990484402552,"entre10000y20000_urbano1"
"56 años",75107,37529,37578,1.53465316188775,0.766825975108652,0.767827186779102,"entre10000y20000_urbano1"
"57 años",70422,35212,35210,1.43892506645798,0.719482966120223,0.719442100337756,"entre10000y20000_urbano1"
"58 años",67866,33560,34306,1.3866985964647,0.685727829802189,0.700970766662512,"entre10000y20000_urbano1"
"59 años",66519,33219,33300,1.35917549197294,0.678760213891505,0.680415278081433,"entre10000y20000_urbano1"
"60 años",66531,33352,33179,1.35942068666774,0.681477788425584,0.677942898242158,"entre10000y20000_urbano1"
"61 años",64025,31561,32464,1.30821586123615,0.64488248022607,0.66333338101008,"entre10000y20000_urbano1"
"62 años",62099,30737,31362,1.26886211272009,0.62804577784952,0.640816334870568,"entre10000y20000_urbano1"
"63 años",59139,29177,29962,1.2083807546684,0.596170467524984,0.612210287143421,"entre10000y20000_urbano1"
"64 años",54994,27110,27884,1.12368642050481,0.553935681344975,0.56975073915984,"entre10000y20000_urbano1"
"65 años",53606,26532,27074,1.09532556747247,0.542125470211909,0.553200097260562,"entre10000y20000_urbano1"
"66 años",50379,24716,25663,1.0293886274614,0.505019339731553,0.524369287729844,"entre10000y20000_urbano1"
"67 años",50326,24669,25657,1.02830568422601,0.50405899384357,0.524246690382442,"entre10000y20000_urbano1"
"68 años",49257,24166,25091,1.00646292349721,0.49378124955303,0.512681673944181,"entre10000y20000_urbano1"
"69 años",45697,22140,23557,0.933721830705323,0.452384211913602,0.481337618791721,"entre10000y20000_urbano1"
"70 años",43944,21077,22867,0.897902972372688,0.430664048532203,0.467238923840485,"entre10000y20000_urbano1"
"71 años",45304,21677,23627,0.925691704450488,0.442923783272409,0.482767921178079,"entre10000y20000_urbano1"
"72 años",46546,22106,24440,0.951069355362715,0.451689493611657,0.499379861751058,"entre10000y20000_urbano1"
"73 años",41901,19650,22251,0.856158575582286,0.401506312741747,0.45465226284054,"entre10000y20000_urbano1"
"74 años",39498,18568,20930,0.807058337947761,0.379397924426909,0.427660413520853,"entre10000y20000_urbano1"
"75 años",40350,18588,21762,0.824467161278854,0.379806582251582,0.444660579027272,"entre10000y20000_urbano1"
